hour	min	Weekday	Lat	Lon
18	04	6	40.7504	-73.9865
18	04	6	40.7154	-74.0073
18	05	6	40.7965	-73.9705
18	07	6	40.7095	-74.0175
18	07	6	40.7612	-73.9751
18	08	6	40.7208	-73.9823
18	09	6	40.786	-74.2841
18	10	6	40.7754	-73.9796
18	10	6	40.7737	-73.9578
18	12	6	40.7691	-73.9812
18	13	6	40.6653	-73.9796
18	13	6	40.7382	-74.0075
18	14	6	40.7636	-73.9674
18	14	6	40.7482	-74.005
18	15	6	40.7169	-74.0086
18	15	6	40.7733	-73.9587
18	17	6	40.7396	-74.0281
18	17	6	40.7396	-74.0281
18	18	6	40.7137	-74.0135
18	20	6	40.7265	-73.9861
18	21	6	40.7577	-73.9908
18	21	6	40.7487	-73.976
18	21	6	40.9542	-73.6856
18	21	6	40.7399	-74.0061
18	22	6	40.7667	-73.961
18	22	6	40.7231	-73.9974
18	22	6	40.7569	-73.9929
18	23	6	40.6665	-73.938
18	24	6	40.7256	-73.9919
18	24	6	40.6485	-73.9677
18	24	6	40.74	-73.9949
18	25	6	40.7658	-73.9693
18	25	6	40.749	-73.976
18	27	6	40.7382	-74.0054
18	27	6	40.6615	-73.9522
18	27	6	40.6615	-73.9522
18	29	6	40.7608	-73.9607
18	30	6	40.7618	-73.9682
18	30	6	40.6883	-73.9805
18	31	6	40.7495	-73.9835
18	33	6	40.6898	-73.9801
18	33	6	40.7987	-73.9375
18	36	6	40.7738	-73.9562
18	37	6	40.7199	-74.0106
18	37	6	40.7025	-73.9869
18	40	6	40.7226	-73.987
18	41	6	40.7642	-73.9731
18	42	6	40.7645	-73.9555
18	43	6	40.7645	-73.9738
18	44	6	40.7713	-73.9832
18	44	6	40.7986	-73.9673
18	45	6	40.6753	-73.9525
18	46	6	40.6648	-73.9878
18	47	6	40.7657	-73.9765
18	47	6	40.7238	-73.7492
18	47	6	40.776	-73.99
18	48	6	40.755	-73.9728
18	48	6	40.7398	-73.9854
18	48	6	40.7872	-74.3059
18	48	6	40.7163	-74.0076
18	49	6	40.1773	-74.0158
18	49	6	40.7341	-74.0077
18	52	6	40.7471	-73.9736
18	53	6	40.7269	-74.0035
18	54	6	40.7234	-73.9983
18	54	6	40.7422	-74.0043
18	55	6	40.7611	-73.9698
18	56	6	40.7543	-73.972
18	57	6	40.7457	-73.9997
18	57	6	40.7434	-73.9846
18	59	6	40.7419	-73.9748
18	59	6	40.7645	-73.9772
19	01	6	40.6838	-73.9591
19	02	6	40.741	-73.9943
19	02	6	40.7087	-74.0089
19	02	6	40.7268	-73.9871
19	03	6	40.6732	-73.9733
19	09	6	40.7561	-73.9694
19	09	6	40.7823	-73.9766
19	12	6	40.7141	-73.9558
19	12	6	40.7521	-73.9686
19	12	6	40.7521	-73.9686
19	14	6	40.7153	-74.0154
19	14	6	40.746	-74.0053
19	15	6	40.743	-73.9921
19	16	6	40.7052	-74.0163
19	17	6	40.7727	-73.9647
19	18	6	40.7759	-73.929
19	19	6	40.7434	-73.9727
19	20	6	40.7606	-74.0029
19	21	6	40.7184	-74.0105
19	21	6	40.736	-74.0051
19	23	6	40.7216	-74.011
19	24	6	40.7447	-73.9913
19	25	6	40.7237	-73.9939
19	26	6	40.7803	-73.9579
19	26	6	40.7736	-73.9799
19	27	6	40.7269	-73.9887
19	27	6	40.7686	-73.9563
19	29	6	40.7261	-73.9896
19	32	6	40.7177	-73.9905
19	32	6	40.7353	-74.0098
19	32	6	40.7129	-73.9412
19	34	6	40.81	-73.9506
19	34	6	40.7562	-73.9677
19	34	6	40.9703	-73.7117
19	34	6	40.7307	-73.993
19	36	6	40.742	-74.0039
19	36	6	40.7168	-74.0072
19	37	6	40.7908	-73.9742
19	37	6	40.7725	-73.9773
19	38	6	40.7548	-73.9783
19	38	6	40.7456	-73.9463
19	39	6	40.7599	-73.9749
19	40	6	40.7168	-74.006
19	42	6	40.9403	-73.8884
19	43	6	40.7506	-73.9985
19	43	6	40.7731	-73.9519
19	43	6	40.7261	-73.9929
19	44	6	40.7312	-73.9935
19	45	6	40.7516	-74.0077
19	47	6	40.7442	-73.7773
19	47	6	40.7284	-73.9986
19	48	6	40.7767	-73.9524
19	48	6	40.6951	-74.1784
19	48	6	40.7389	-73.9875
19	48	6	40.7197	-74
19	52	6	40.986	-73.7819
19	53	6	40.7325	-74.0083
19	53	6	40.753	-74.004
19	54	6	40.8321	-73.9442
19	54	6	40.7376	-73.9991
19	55	6	40.7411	-74.0074
19	57	6	40.6395	-73.9688
19	59	6	40.7469	-73.9424
19	59	6	40.7146	-74.0358
19	59	6	40.7146	-74.0358
20	00	6	40.7578	-73.9861
20	00	6	40.7232	-74.044
20	01	6	40.6956	-74.1788
20	02	6	40.7192	-74.0046
20	02	6	40.7447	-73.9887
20	02	6	40.6901	-74.1864
20	02	6	40.7483	-74.0053
20	04	6	40.7753	-73.9634
20	04	6	40.7385	-73.9737
20	06	6	40.7433	-74.1563
20	09	6	40.7877	-73.8368
20	10	6	40.7741	-73.9821
20	10	6	40.7192	-73.9999
20	14	6	40.7709	-73.9567
20	14	6	40.767	-73.9845
20	16	6	40.7356	-73.9526
20	16	6	40.7408	-74.0076
20	17	6	40.7656	-73.9802
20	18	6	40.7531	-73.9492
20	19	6	40.6449	-73.7821
20	21	6	40.7173	-74.0079
20	21	6	40.7571	-73.967
20	22	6	40.7584	-73.9713
20	22	6	40.7574	-73.8488
20	22	6	40.7181	-74.0097
20	22	6	40.7181	-74.0097
20	23	6	40.0807	-74.0528
20	24	6	40.7551	-73.9835
20	25	6	40.7673	-73.9844
20	25	6	40.7168	-73.9999
20	25	6	40.7448	-73.9889
20	27	6	40.775	-73.9814
20	27	6	40.7475	-73.8938
20	28	6	40.7035	-73.8955
20	28	6	40.7753	-73.9533
20	30	6	40.7432	-74.1558
20	30	6	40.3552	-74.0744
20	31	6	40.7394	-74.0067
20	33	6	40.7504	-73.9835
20	35	6	40.7152	-74.0161
20	36	6	40.7344	-73.9752
20	36	6	40.729	-73.9815
20	39	6	40.7153	-74.0467
20	39	6	40.7607	-73.9898
20	41	6	40.7391	-73.9874
20	42	6	40.7236	-74.0107
20	43	6	40.742	-74.0046
20	43	6	40.7294	-73.9894
20	43	6	40.7467	-74.0083
20	43	6	40.7467	-74.0083
20	45	6	40.645	-73.7812
20	46	6	40.7286	-74.0017
20	46	6	40.7322	-74.0022
20	46	6	40.7706	-73.9917
20	47	6	40.7473	-74.0045
20	48	6	40.761	-73.9887
20	48	6	40.7259	-73.9837
20	51	6	40.9368	-74.2561
20	51	6	40.7208	-74.005
20	52	6	40.7521	-73.9779
20	52	6	40.7496	-73.9789
20	53	6	40.7341	-74.0095
20	54	6	40.7676	-73.9915
20	54	6	40.726	-73.9837
20	55	6	40.7141	-74.0145
20	55	6	40.7093	-74.0417
20	55	6	40.7093	-74.0417
20	55	6	40.6888	-73.9834
20	55	6	40.7225	-73.9878
20	55	6	40.6774	-73.9547
20	55	6	40.7142	-73.9484
21	00	6	40.7561	-74.0026
21	00	6	40.731	-74.0073
21	00	6	40.7928	-73.9749
21	00	6	40.7572	-73.9881
21	01	6	40.7608	-73.977
21	02	6	40.6882	-73.9548
21	02	6	39.9766	-74.0679
21	03	6	40.7182	-74.0148
21	03	6	40.7678	-73.9563
21	05	6	40.7603	-74.0027
21	06	6	40.7644	-73.9687
21	07	6	40.6926	-73.9697
21	10	6	40.7589	-73.9687
21	10	6	40.7591	-73.9921
21	11	6	40.7404	-74
21	12	6	40.3509	-73.9749
21	14	6	40.7165	-74.0048
21	15	6	40.7385	-73.9874
21	16	6	40.737	-74.0036
21	16	6	40.7408	-74.0073
21	16	6	40.3676	-74.0115
21	17	6	40.7188	-73.9886
21	19	6	40.7546	-73.9863
21	21	6	40.7047	-74.0096
21	22	6	40.813	-73.952
21	22	6	40.813	-73.952
21	24	6	40.7159	-74.006
21	26	6	40.7277	-73.9854
21	27	6	40.7291	-73.9843
21	28	6	40.7405	-74.0064
21	30	6	40.7223	-73.9994
21	30	6	40.7743	-73.9634
21	31	6	40.6646	-73.9936
21	33	6	40.7608	-73.999
21	35	6	40.7438	-73.9907
21	36	6	40.7559	-73.969
21	36	6	40.7824	-73.9506
21	37	6	40.7538	-73.9973
21	37	6	40.7278	-74.0031
21	37	6	40.7412	-73.9983
21	38	6	40.7446	-73.9854
21	38	6	40.7383	-74.0013
21	38	6	40.7445	-74.0029
21	39	6	40.7588	-73.9612
21	40	6	40.7264	-73.9957
21	40	6	40.7363	-74.0013
21	42	6	40.6877	-73.9701
21	42	6	40.7328	-73.9814
21	43	6	40.7373	-73.9969
21	44	6	40.7873	-73.9739
21	45	6	40.3623	-74.0808
21	45	6	40.6485	-73.783
21	46	6	40.7765	-73.9806
21	47	6	40.7632	-73.9851
21	48	6	40.7736	-73.9547
21	48	6	40.735	-73.9985
21	48	6	40.7694	-73.9824
21	49	6	40.7963	-74.4813
21	49	6	40.7963	-74.4813
21	49	6	40.7739	-73.8725
21	50	6	40.918	-73.8629
21	50	6	40.7765	-73.9526
21	50	6	40.7725	-73.9465
21	51	6	40.7077	-74.01
21	52	6	40.7176	-73.9961
21	52	6	40.7163	-74.0126
21	53	6	40.7365	-74.033
21	56	6	40.7696	-73.9855
21	56	6	40.7682	-73.9115
21	57	6	40.6803	-73.5556
21	57	6	40.7296	-73.9865
22	00	6	40.75	-73.9914
22	00	6	40.7641	-73.9883
22	00	6	40.6797	-73.7457
22	00	6	40.7333	-73.9582
22	01	6	40.7367	-73.9733
22	01	6	40.1115	-74.034
22	01	6	40.7248	-74.0354
22	02	6	40.7156	-74.0067
22	05	6	40.7717	-73.9674
22	08	6	40.7551	-73.995
22	08	6	40.7255	-73.995
22	08	6	40.755	-73.9669
22	08	6	40.7999	-73.9326
22	09	6	40.7644	-73.989
22	11	6	40.8927	-73.7749
22	12	6	40.7356	-73.9793
22	12	6	40.7479	-74.0005
22	12	6	40.7167	-74.0081
22	14	6	40.7686	-73.9914
22	15	6	40.7111	-73.9666
22	15	6	40.7356	-74.0078
22	17	6	40.7568	-73.9691
22	17	6	40.7522	-73.9934
22	17	6	40.7275	-73.9792
22	18	6	40.7462	-73.9944
22	18	6	40.7321	-73.9923
22	18	6	40.7638	-73.9736
22	19	6	40.6834	-73.9421
22	19	6	40.7366	-73.9877
22	19	6	40.75	-74.027
22	19	6	40.7255	-73.9839
22	20	6	40.726	-73.9917
22	22	6	40.6738	-73.9568
22	22	6	40.815	-73.945
22	24	6	40.5786	-73.9661
22	25	6	40.7381	-73.9889
22	25	6	40.7594	-73.9783
22	26	6	40.7342	-74.0031
22	26	6	40.7346	-74.0085
22	28	6	40.7168	-74.0087
22	28	6	40.7796	-73.9737
22	28	6	40.7388	-73.9942
22	30	6	40.7268	-73.9916
22	30	6	40.8232	-73.953
22	31	6	40.7273	-73.9828
22	31	6	40.7198	-73.7356
22	31	6	40.7708	-73.9823
22	31	6	40.7166	-74.0092
22	32	6	40.7263	-73.9842
22	33	6	40.7511	-74.0042
22	34	6	40.7565	-73.9704
22	34	6	40.7221	-73.9963
22	34	6	40.7682	-73.9616
22	34	6	40.7375	-73.9856
22	34	6	40.7521	-74.0301
22	35	6	40.3901	-74.1772
22	36	6	40.9885	-73.9713
22	37	6	40.7517	-74.0076
22	37	6	40.7406	-73.9758
22	38	6	40.7663	-73.9915
22	38	6	40.6777	-73.96
22	39	6	40.6992	-73.932
22	39	6	40.7263	-74.002
22	40	6	40.7507	-73.9829
22	41	6	40.7074	-74.0039
22	41	6	40.744	-73.9891
22	42	6	40.7193	-74.0041
22	43	6	40.744	-74.0068
22	43	6	40.744	-74.0068
22	44	6	40.7363	-73.9988
22	45	6	40.7163	-73.9551
22	48	6	40.7528	-73.9706
22	48	6	40.7652	-73.9793
22	51	6	40.7694	-73.983
22	52	6	40.7262	-74.0058
22	54	6	40.7063	-74.0075
22	56	6	40.7333	-73.9797
22	56	6	40.7624	-73.972
22	56	6	40.7376	-74.1515
22	58	6	40.7257	-74.0347
22	58	6	40.7235	-73.9824
22	59	6	40.6447	-73.7818
23	01	6	40.7684	-73.9692
23	01	6	40.7301	-74.0021
23	01	6	40.7472	-73.9853
23	03	6	40.2304	-74.0047
23	04	6	41.1358	-73.6704
23	04	6	40.7539	-73.9913
23	04	6	40.7369	-74.0014
23	04	6	40.8126	-73.9386
23	05	6	40.7475	-73.9556
23	06	6	40.7344	-73.9893
23	06	6	40.7541	-73.9774
23	06	6	40.6921	-73.989
23	07	6	40.3526	-74.064
23	09	6	40.7195	-73.9865
23	09	6	40.6879	-74.1813
23	09	6	40.6805	-74.0063
23	10	6	40.7287	-73.624
23	11	6	40.7461	-74.0538
23	11	6	40.7461	-74.0538
23	11	6	40.715	-74.0119
23	15	6	40.7394	-73.9879
23	15	6	40.7331	-73.9876
23	15	6	40.7401	-73.9991
23	16	6	40.7744	-73.9893
23	17	6	40.7022	-74.0132
23	17	6	40.7482	-73.9849
23	17	6	40.7482	-73.9849
23	18	6	40.7671	-73.9219
23	21	6	40.744	-73.9737
23	22	6	40.7198	-73.9999
23	22	6	40.7231	-73.994
23	22	6	40.725	-73.9952
23	22	6	40.706	-74.0067
23	23	6	40.7121	-73.9626
23	25	6	40.7578	-73.9714
23	25	6	40.8897	-73.898
23	26	6	40.7059	-74.0042
23	29	6	40.6868	-73.9526
23	30	6	40.7381	-74.0096
23	31	6	40.2329	-74.0081
23	32	6	40.7609	-73.765
23	34	6	40.7268	-73.9957
23	37	6	40.6935	-73.9467
23	38	6	40.7297	-73.9869
23	39	6	40.2171	-74.1532
23	39	6	40.7394	-74.0421
23	39	6	40.7394	-74.0421
23	40	6	40.7345	-74.0012
23	41	6	40.6924	-73.9863
23	41	6	40.7692	-73.9831
23	43	6	40.7659	-73.9889
23	43	6	40.7233	-74.0085
23	45	6	40.7259	-73.9834
23	46	6	40.6822	-73.9934
23	46	6	40.6776	-74.2804
23	46	6	40.7573	-73.9886
23	47	6	40.7536	-73.9808
23	48	6	40.7229	-74.0035
23	49	6	40.7763	-73.9796
23	49	6	40.7404	-74.006
23	49	6	40.7404	-74.006
23	49	6	40.7236	-74.0108
23	51	6	40.7757	-74.0157
23	51	6	40.696	-73.9109
23	52	6	40.743	-74.035
23	53	6	40.7429	-74.006
23	55	6	40.7286	-74.0001
23	55	6	40.7114	-73.9461
23	55	6	40.7748	-73.991
23	56	6	40.7394	-74.0079
23	57	6	40.2165	-74.0091
23	58	6	40.7253	-73.9547
0	03	6	40.7488	-74.0273
0	04	6	40.7714	-73.9821
0	06	6	40.7567	-73.9887
0	07	6	40.7176	-73.9576
0	08	6	40.7198	-73.9953
0	08	6	40.7236	-73.9852
0	08	6	40.7221	-74.0041
0	11	6	40.3521	-74.0659
0	13	6	40.7275	-73.9849
0	15	6	40.7492	-74.031
0	15	6	40.7492	-74.031
0	17	6	40.7593	-73.9956
0	19	6	40.7341	-74.0082
0	20	6	40.7212	-73.9935
0	22	6	40.219	-74.0009
0	24	6	40.7747	-73.9912
0	26	6	40.7417	-74.0068
0	28	6	40.7487	-74.0395
0	28	6	40.7212	-74.0047
0	28	6	40.7292	-73.989
0	31	6	40.7215	-73.989
0	34	6	40.7699	-73.9942
0	37	6	40.7398	-74.0054
0	37	6	40.7849	-73.4454
0	38	6	40.6862	-73.9432
0	40	6	40.7693	-73.9831
0	40	6	40.727	-73.9928
0	42	6	40.6951	-74.1783
0	43	6	40.1707	-74.0159
0	43	6	40.6966	-73.9951
0	44	6	40.112	-74.0343
0	46	6	40.7145	-73.9996
0	46	6	40.3497	-74.0664
0	50	6	40.7192	-73.9897
0	50	6	40.7405	-74.0081
0	50	6	40.7405	-74.0081
0	51	6	40.7424	-74.0004
0	52	6	40.732	-73.9839
0	53	6	40.7405	-74.0079
0	54	6	40.7684	-73.9853
0	54	6	40.7406	-74.0064
0	57	6	40.6038	-73.9464
0	57	6	40.7382	-74.0284
0	59	6	40.7474	-73.9851
0	59	6	40.7253	-73.9922
1	00	6	40.7347	-74
1	01	6	40.7834	-74.0037
1	01	6	40.168	-74.0171
1	03	6	40.742	-74.004
1	03	6	40.7214	-73.9885
1	05	6	40.764	-73.9978
1	05	6	40.7406	-74.0086
1	06	6	40.7651	-73.982
1	07	6	40.7834	-73.9728
1	11	6	40.742	-74.0041
1	12	6	40.8409	-74.2782
1	15	6	40.7099	-73.2011
1	17	6	40.7402	-74.0058
1	19	6	40.7935	-73.9976
1	20	6	40.7722	-73.956
1	21	6	40.7467	-73.9901
1	23	6	40.7391	-74.028
1	23	6	40.7383	-74.0307
1	23	6	40.7173	-74.016
1	24	6	40.7578	-73.9857
1	25	6	40.7196	-73.9952
1	26	6	40.7477	-73.9767
1	30	6	40.7427	-74.0056
1	30	6	40.7427	-74.0056
1	31	6	40.728	-74.0053
1	33	6	40.848	-73.9403
1	34	6	40.6551	-74.2718
1	35	6	40.6975	-73.9315
1	36	6	40.7522	-73.9895
1	36	6	40.586	-73.6916
1	37	6	40.7594	-73.9875
1	41	6	40.7339	-73.9912
1	47	6	40.7214	-73.9882
1	49	6	40.742	-74.0038
1	49	6	40.7225	-73.9877
1	50	6	40.7629	-73.9969
1	51	6	40.7193	-73.8449
1	56	6	40.7458	-73.9853
1	57	6	40.8656	-73.927
1	59	6	40.7367	-74.0301
2	00	6	40.9859	-73.6821
2	01	6	40.725	-73.8949
2	01	6	40.7508	-74.0036
2	05	6	40.7414	-74.0298
2	12	6	40.736	-74.0297
2	18	6	40.7262	-73.992
2	18	6	40.74	-74.0059
2	19	6	40.7374	-74.0306
2	24	6	40.7591	-73.9958
2	29	6	40.7279	-73.9852
2	31	6	40.7249	-73.7327
2	32	6	40.7968	-73.7004
2	32	6	40.7648	-73.9962
2	33	6	40.709	-73.9241
2	40	6	40.748	-73.9731
2	48	6	40.7314	-73.9827
2	50	6	40.7004	-73.9916
2	51	6	40.7898	-73.4216
2	52	6	40.7204	-73.9891
2	52	6	40.7326	-73.9857
2	55	6	40.8333	-74.1343
2	56	6	40.7448	-73.9569
2	56	6	40.7458	-73.9865
3	04	6	40.7269	-73.9474
3	07	6	40.6839	-73.5402
3	08	6	40.7363	-74.0033
3	10	6	40.8509	-73.8959
3	18	6	40.7645	-73.9621
3	21	6	40.7786	-73.951
3	30	6	40.7381	-73.9875
3	32	6	40.7247	-73.9815
3	33	6	40.7185	-74.0007
3	35	6	40.7323	-74.0019
3	36	6	40.7364	-73.9847
3	38	6	40.7408	-74.0076
3	39	6	40.7643	-73.9827
3	39	6	40.734	-73.9996
3	44	6	40.7518	-73.976
3	50	6	40.7627	-73.9719
3	58	6	40.7515	-74.0037
4	02	6	40.6461	-73.7767
4	04	6	40.6899	-73.9797
4	05	6	40.7331	-74.0022
4	08	6	40.7599	-73.9605
4	11	6	40.7117	-73.9625
4	19	6	40.7261	-74.0015
4	21	6	40.7689	-73.9554
4	46	6	40.695	-74.1788
4	46	6	40.8642	-73.9246
4	51	6	40.585	-73.8199
4	55	6	40.7264	-73.6597
5	03	6	40.7554	-73.9949
5	10	6	40.7742	-73.9484
5	10	6	40.7294	-73.9784
5	11	6	40.7288	-73.9789
5	23	6	40.7201	-73.9956
5	23	6	40.6663	-73.7847
5	34	6	40.7147	-74.036
5	34	6	40.7147	-74.036
5	36	6	40.7452	-73.9938
5	40	6	40.7921	-73.9499
5	41	6	40.816	-73.9354
5	42	6	40.7509	-73.9455
5	52	6	40.7413	-73.9977
5	57	6	40.7614	-73.9867
6	01	6	40.7837	-73.422
6	04	6	40.7412	-73.9879
6	06	6	40.7584	-73.9671
6	12	6	40.7417	-73.993
6	21	6	40.7543	-73.9979
6	26	6	40.7634	-73.9652
6	27	6	40.6996	-73.9919
6	32	6	40.7348	-74.0077
6	33	6	40.768	-73.9206
6	43	6	40.7236	-74.0102
6	45	6	40.8061	-73.6551
6	45	6	40.6949	-74.1781
6	48	6	40.7332	-73.9864
6	48	6	40.758	-73.9706
6	51	6	40.7325	-73.9969
6	55	6	40.7282	-73.9887
6	56	6	40.7696	-73.9859
7	00	6	40.7165	-74.0389
7	00	6	40.7165	-74.0389
7	03	6	40.7655	-73.968
7	09	6	40.7352	-73.9984
7	12	6	40.7333	-73.9758
7	15	6	40.722	-74.0042
7	20	6	40.7602	-73.9675
7	20	6	40.7639	-73.9794
7	21	6	40.7517	-73.9856
7	27	6	40.7603	-73.9671
7	27	6	40.7743	-73.8719
7	28	6	40.6447	-73.7818
7	28	6	40.7598	-73.9708
7	28	6	40.7582	-73.9625
7	32	6	40.7488	-73.9895
7	33	6	40.7571	-73.9742
7	35	6	41.0328	-73.7679
7	35	6	40.7497	-73.9816
7	38	6	40.6447	-73.7823
7	42	6	40.7528	-73.9931
7	42	6	40.7625	-73.983
7	49	6	40.766	-73.9774
7	50	6	40.6419	-73.7884
7	50	6	40.7398	-73.9907
7	55	6	40.7189	-74.0092
7	59	6	40.7092	-74.0138
8	03	6	40.7463	-73.9715
8	03	6	40.7534	-73.9841
8	05	6	40.7276	-73.9941
8	08	6	40.7707	-73.8658
8	10	6	40.7499	-73.8899
8	10	6	40.65	-73.9742
8	30	6	40.7628	-73.9712
8	31	6	40.7599	-73.9722
8	33	6	40.7334	-74.0073
8	42	6	40.7555	-73.9812
8	43	6	40.7641	-73.9982
8	45	6	40.6951	-74.178
8	48	6	40.7256	-74.0055
8	52	6	40.8048	-73.9666
8	56	6	40.7591	-73.9943
8	56	6	40.7632	-73.9631
8	59	6	40.7407	-73.989
9	06	6	40.7745	-73.9636
9	08	6	40.7651	-73.9725
9	11	6	40.7558	-73.9823
9	12	6	40.7282	-73.9988
9	13	6	40.7395	-73.9939
9	14	6	40.7738	-73.9144
9	17	6	40.7387	-74.0082
9	19	6	40.7908	-73.9782
9	20	6	40.733	-73.8576
9	24	6	40.7493	-73.992
9	27	6	40.7362	-73.998
9	28	6	40.7567	-73.9743
9	30	6	40.7552	-73.9693
9	30	6	40.6879	-74.1817
9	35	6	40.7278	-73.9856
9	35	6	40.7443	-73.9981
9	37	6	40.7381	-74.0086
9	39	6	40.7246	-73.9915
9	45	6	40.7423	-73.9256
9	47	6	40.7673	-73.9221
9	47	6	40.7337	-74.0083
9	48	6	40.7707	-73.8655
9	51	6	40.7565	-73.9815
9	56	6	40.773	-73.8854
9	57	6	40.7545	-73.9929
10	01	6	40.7484	-74.0445
10	01	6	40.7616	-73.9701
10	02	6	40.7508	-73.9741
10	03	6	40.7305	-73.9825
10	08	6	40.7247	-73.9984
10	10	6	40.7318	-73.9903
10	10	6	40.7093	-74.0116
10	11	6	40.7697	-73.981
10	11	6	40.7324	-73.9969
10	11	6	40.7198	-74.0077
10	16	6	40.7521	-74.0026
10	16	6	40.7486	-73.9923
10	18	6	40.737	-73.9905
10	19	6	40.8291	-73.943
10	19	6	40.7752	-73.9538
10	20	6	40.7463	-74.036
10	20	6	40.7594	-73.9907
10	21	6	40.775	-73.9631
10	22	6	40.7499	-73.9725
10	26	6	40.7781	-73.9884
10	26	6	40.6763	-73.9512
10	28	6	40.6948	-74.1771
10	28	6	40.7371	-74.0396
10	30	6	40.78	-73.9844
10	30	6	40.7468	-73.9905
10	31	6	40.77	-73.8644
10	31	6	40.7725	-73.9491
10	33	6	40.7625	-73.9572
10	33	6	40.7425	-74.0043
10	33	6	40.7567	-73.9847
10	34	6	40.7794	-73.9845
10	36	6	40.7384	-73.9856
10	37	6	40.7398	-73.9891
10	40	6	40.6859	-73.9865
10	40	6	40.7743	-73.9831
10	40	6	40.7743	-73.9831
10	41	6	40.757	-73.9744
10	41	6	40.7385	-73.9948
10	41	6	40.7437	-73.9856
10	42	6	40.7113	-74.0055
10	42	6	40.7208	-74.0018
10	44	6	40.7321	-73.9921
10	44	6	40.7852	-73.9823
10	49	6	40.7237	-74.0036
10	52	6	40.6122	-73.9167
10	54	6	40.7549	-73.9944
10	56	6	40.7205	-73.9949
10	56	6	40.7392	-74.0014
10	57	6	40.6886	-73.9852
10	59	6	40.7704	-73.8654
10	59	6	40.7209	-74.0044
10	59	6	40.7778	-73.9777
11	00	6	40.7375	-73.9933
11	06	6	40.7523	-73.9783
11	06	6	40.6949	-74.1782
11	07	6	40.7639	-73.9791
11	08	6	40.8285	-73.9508
11	09	6	40.766	-73.9759
11	10	6	40.7786	-73.958
11	13	6	40.7245	-73.9895
11	14	6	40.7544	-73.9731
11	14	6	40.7197	-73.7944
11	17	6	40.7562	-73.9895
11	17	6	40.768	-73.9839
11	20	6	40.736	-73.9909
11	22	6	40.7684	-73.9816
11	23	6	40.7806	-73.9763
11	26	6	40.743	-74.0078
11	27	6	40.7807	-73.9764
11	27	6	40.6947	-74.1778
11	28	6	40.7297	-73.9995
11	28	6	40.7626	-73.9653
11	29	6	40.7477	-74.0048
11	29	6	40.7738	-73.8721
11	30	6	40.654	-73.9639
11	30	6	40.7404	-73.9927
11	31	6	40.7584	-73.9305
11	32	6	40.8052	-73.9658
11	33	6	40.7029	-74.0144
11	37	6	40.7757	-73.9833
11	41	6	40.7648	-73.9636
11	42	6	40.7322	-74.0077
11	44	6	40.733	-73.9885
11	45	6	40.7054	-73.9229
11	45	6	40.7169	-74.0039
11	47	6	40.7545	-73.9843
11	49	6	40.6879	-74.1826
11	49	6	40.7704	-73.9823
11	50	6	40.7271	-73.9999
11	50	6	40.7205	-74.0022
11	51	6	40.7478	-73.9733
11	54	6	40.6724	-73.9481
11	55	6	40.7371	-73.9742
11	57	6	41.002	-73.717
11	57	6	40.7277	-73.8148
11	59	6	40.715	-74.0113
12	03	6	40.7228	-73.9832
12	03	6	40.7208	-73.9949
12	04	6	40.7558	-73.9736
12	04	6	40.7474	-73.993
12	05	6	40.7848	-74.0025
12	05	6	40.744	-73.9814
12	07	6	40.7255	-73.9922
12	10	6	40.7679	-73.9892
12	11	6	40.7588	-73.9873
12	11	6	40.6937	-73.9888
12	13	6	40.7218	-73.981
12	17	6	40.721	-73.9871
12	18	6	40.7902	-73.9748
12	18	6	40.7256	-74.0055
12	19	6	40.7273	-73.9935
12	19	6	40.7254	-74.0101
12	21	6	40.6722	-74.0106
12	21	6	40.7004	-73.4374
12	21	6	40.7739	-73.8724
12	23	6	40.7311	-73.9742
12	24	6	40.7695	-73.9854
12	24	6	40.7287	-73.9994
12	24	6	40.7186	-73.9548
12	25	6	40.7153	-73.9561
12	26	6	40.758	-73.9916
12	27	6	40.7748	-73.9912
12	28	6	40.6426	-73.9698
12	29	6	40.7006	-73.9953
12	30	6	40.7136	-73.9654
12	35	6	40.7209	-73.9949
12	35	6	40.8359	-73.9027
12	38	6	40.7407	-73.9892
12	38	6	40.7116	-74.0158
12	41	6	40.7417	-74.004
12	41	6	40.7923	-73.9753
12	42	6	40.7617	-73.9771
12	43	6	40.7321	-73.9579
12	44	6	40.6155	-74.2435
12	44	6	40.6704	-73.9784
12	46	6	40.7436	-73.9728
12	48	6	40.7484	-74.0056
12	50	6	40.7794	-73.9507
12	51	6	40.7382	-73.9873
12	55	6	40.7194	-74.0103
12	56	6	40.8373	-73.9207
12	56	6	40.7889	-73.9779
12	58	6	40.7431	-73.9742
12	59	6	40.6456	-73.7767
13	02	6	40.801	-73.9432
13	02	6	40.7364	-73.9967
13	03	6	40.8148	-73.9613
13	03	6	40.7983	-73.9527
13	04	6	40.788	-73.9753
13	04	6	40.7737	-73.8717
13	06	6	40.7555	-73.9741
13	08	6	40.7749	-73.9886
13	08	6	40.7488	-73.9922
13	09	6	40.809	-73.9486
13	10	6	40.7619	-73.9654
13	10	6	40.7645	-73.9068
13	11	6	40.7403	-73.9907
13	11	6	40.7772	-73.9893
13	13	6	40.7391	-73.9827
13	13	6	40.7562	-73.9826
13	13	6	40.7642	-73.9778
13	18	6	40.764	-73.9688
13	19	6	40.6457	-73.7767
13	22	6	40.7215	-73.9977
